Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,cleaned_text
478,482,"Overflowing with joy, a cup of laughter shared with friends, a moment cherished. ",Positive,10-03-2023 14:30, LaughterCup , Twitter , #Joy #CherishedMoment ,20,40, Japan ,2023,3,10,14,overflowing with joy a cup of laughter shared with friends a moment cherished 
479,483,"Draped in the warmth of kindness, a quilt of compassion stitched with love. ",Positive,05-05-2019 12:15, QuiltedCompassion , Facebook , #Kindness #LoveStitches ,25,50, Brazil ,2019,5,5,12,draped in the warmth of kindness a quilt of compassion stitched with love 
480,484,"In the garden of friendships, each bloom a testament to the beauty of camaraderie. ",Positive,28-08-2018 16:00, FriendshipGarden , Instagram , #Friendship #CamaraderieBlooms ,30,60, South Africa ,2018,8,28,16,in the garden of friendships each bloom a testament to the beauty of camaraderie 
481,485,"In the embrace of love, each heartbeat is a melody, dancing to the rhythm of affection. ",Positive,15-11-2022 20:45, MelodyOfLove , Twitter , #Love #RhythmOfAffection ,35,70, USA ,2022,11,15,20,in the embrace of love each heartbeat is a melody dancing to the rhythm of affection 
482,486,"Surrounded by the colors of joy, a canvas painted with laughter and endless smiles. ",Positive,02-07-2019 17:00, ColorfulLaughter , Instagram , #Joy #EndlessSmiles ,40,80, Canada ,2019,7,2,17,surrounded by the colors of joy a canvas painted with laughter and endless smiles 
483,487,"In the symphony of excitement, each note is a burst of energy, igniting the soul with fervor. ",Positive,18-04-2021 14:20, SymphonyFervor , Facebook , #Excitement #IgnitedSoul ,30,60, UK ,2021,4,18,14,in the symphony of excitement each note is a burst of energy igniting the soul with fervor 
484,488,"A surprise gift, wrapped in anticipation, unfolds a moment of delight and wonder. ",Positive,05-02-2023 19:30, WrappedDelight , Twitter , #Surprise #WonderfulMoment ,25,50, Australia ,2023,2,5,19,a surprise gift wrapped in anticipation unfolds a moment of delight and wonder 
485,489,"Lost in the maze of curiosity, each twist and turn unveils the treasures of discovery. ",Neutral,22-09-2018 12:45, MazeDiscovery , Instagram , #Curiosity #TreasuresOfDiscovery ,22,45, India ,2018,9,22,12,lost in the maze of curiosity each twist and turn unveils the treasures of discovery 
486,490,"Floating on clouds of gratitude, each raindrop a blessing, a shower of thankfulness. ",Positive,10-12-2016 21:15, CloudsOfBlessings , Facebook , #Gratitude #ShowerOfThankfulness ,28,55, Germany ,2016,12,10,21,floating on clouds of gratitude each raindrop a blessing a shower of thankfulness 
487,491,"Like a comet of inspiration, streaking through the sky of creativity, leaving trails of brilliance. ",Positive,28-05-2020 16:00, CometCreativity , Twitter , #Inspiration #BrilliantTrails ,18,35, France ,2020,5,28,16,like a comet of inspiration streaking through the sky of creativity leaving trails of brilliance 
488,492,"In the celebration of success, fireworks of accomplishment light up the night sky of triumph. ",Positive,15-11-2017 22:30, FireworksTriumph , Instagram , #Success #NightSkyTriumph ,22,45, Japan ,2017,11,15,22,in the celebration of success fireworks of accomplishment light up the night sky of triumph 
489,493,"A symphony of laughter, each note a key to unlocking the door of boundless happiness. ",Positive,02-08-2021 19:00, LaughterSymphony , Facebook , #Happiness #BoundlessLaughter ,30,60, Brazil ,2021,8,2,19,a symphony of laughter each note a key to unlocking the door of boundless happiness 
490,494,"In the carnival of emotions, the rollercoaster of thrill sends the heart on a wild ride. ",Positive,28-03-2019 15:30, EmotionCarnival , Instagram , #Thrill #WildHeartRide ,35,70, South Africa ,2019,3,28,15,in the carnival of emotions the rollercoaster of thrill sends the heart on a wild ride 
491,495,"Standing before the grandeur of the Eiffel Tower, a moment to reflect on the beauty of Parisian dreams. ",Positive,12-05-2018 17:30, ParisDreamer , Twitter , #Reflection #ParisianDreams ,28,55, France ,2018,5,12,17,standing before the grandeur of the eiffel tower a moment to reflect on the beauty of parisian dreams 
492,496,"Lost in the enchantment of Disneyland, each ride a journey into the realm of childhood fantasies. ",Neutral,28-09-2022 15:45, DisneylandExplorer , Instagram , #Enchantment #ChildhoodFantasies ,30,60, USA ,2022,9,28,15,lost in the enchantment of disneyland each ride a journey into the realm of childhood fantasies 
493,497,"Exploring the wonders of Ferrari World, the roar of engines creating a symphony of speed. ",Positive,10-11-2019 14:00, FerrariSpeedster , Facebook , #Excitement #SymphonyOfSpeed ,22,45, Italy ,2019,11,10,14,exploring the wonders of ferrari world the roar of engines creating a symphony of speed 
494,498,"Amidst the tulip fields of Keukenhof, a tapestry of colors that paints the soul with springtime joy. ",Positive,02-04-2021 18:20, KeukenhofAdventurer , Instagram , #Joy #SpringtimeColors ,35,70, Netherlands ,2021,4,2,18,amidst the tulip fields of keukenhof a tapestry of colors that paints the soul with springtime joy 
495,499,"Wandering through the historical streets of Kyoto, each step a journey into the heart of Japan's traditions. ",Neutral,22-08-2017 21:30, KyotoAdventurer , Twitter , #Exploration #JapaneseTraditions ,18,35, Japan ,2017,8,22,21,wandering through the historical streets of kyoto each step a journey into the heart of japans traditions 
496,500,"In the embrace of the Grand Canyon, nature's masterpiece, a moment to marvel at Earth's grandeur. ",Positive,15-06-2020 16:45, CanyonMarveler , Instagram , #Awe #EarthsGrandeur ,25,50, USA ,2020,6,15,16,in the embrace of the grand canyon natures masterpiece a moment to marvel at earths grandeur 
497,501,"Journeying through the serenity of Santorini, where each sunset paints the sky with hues of tranquility. ",Positive,10-09-2016 19:15, SantoriniTraveler , Facebook , #Serenity #SunsetHues ,22,45, Greece ,2016,9,10,19,journeying through the serenity of santorini where each sunset paints the sky with hues of tranquility 
498,502,"Amazed by the architectural marvels of Petra, each stone telling tales of an ancient civilization. ",Positive,28-01-2023 13:00, PetraExplorer , Twitter , #Amazement #AncientTales ,30,60, Jordan ,2023,1,28,13,amazed by the architectural marvels of petra each stone telling tales of an ancient civilization 
499,503,"Embarking on a gondola ride in Venice, each canal reflecting the romance of this timeless city. ",Neutral,18-04-2019 16:30, VeniceRomantic , Instagram , #Romance #TimelessCity ,20,40, Italy ,2019,4,18,16,embarking on a gondola ride in venice each canal reflecting the romance of this timeless city 
500,504,"At the summit of Machu Picchu, a breathtaking panorama that whispers the secrets of ancient civilizations. ",Positive,05-11-2017 22:00, MachuPicchuAdventurer , Facebook , #Awe #AncientCivilizations ,28,55, Peru ,2017,11,5,22,at the summit of machu picchu a breathtaking panorama that whispers the secrets of ancient civilizations 
501,505,"In the heart of New York City, Times Square dazzles with lights, a vibrant spectacle of urban energy. ",Positive,20-07-2022 21:45, TimesSquareExplorer , Instagram , #Excitement #UrbanEnergy ,35,70, USA ,2022,7,20,21,in the heart of new york city times square dazzles with lights a vibrant spectacle of urban energy 
502,506,"Captivated by the historical charm of the Colosseum, each stone echoing tales of gladiator valor. ",Positive,15-03-2018 17:30, ColosseumAdventurer , Twitter , #Captivation #GladiatorTales ,25,50, Italy ,2018,3,15,17,captivated by the historical charm of the colosseum each stone echoing tales of gladiator valor 
503,507,"Sailing the azure waters of the Maldives, each wave a whisper of serenity in paradise. ",Positive,28-10-2019 14:15, MaldivesSailor , Facebook , #Serenity #ParadiseWhispers ,22,45, Maldives ,2019,10,28,14,sailing the azure waters of the maldives each wave a whisper of serenity in paradise 
504,508,"In the midst of the Amazon rainforest, a symphony of wildlife creates an orchestra of nature's wonders. ",Neutral,10-06-2021 16:00, AmazonExplorer , Instagram , #Wonder #NatureOrchestra ,30,60, Brazil ,2021,6,10,16,in the midst of the amazon rainforest a symphony of wildlife creates an orchestra of natures wonders 
505,509,"Walking the Great Wall of China, each step a testament to ancient engineering marvels. ",Neutral,18-08-2017 19:30, GreatWallWalker , Twitter , #Awe #EngineeringMarvels ,18,35, China ,2017,8,18,19,walking the great wall of china each step a testament to ancient engineering marvels 
506,510,"At the summit of Mount Fuji, a breathtaking sunrise that paints the sky with hues of accomplishment. ",Positive,15-04-2020 05:30, FujiSummitAchiever , Facebook , #Accomplishment #SunriseHues ,28,55, Japan ,2020,4,15,5,at the summit of mount fuji a breathtaking sunrise that paints the sky with hues of accomplishment 
507,511,"Exploring the ancient ruins of Angkor Wat, each stone whispering stories of Khmer civilization. ",Neutral,22-11-2016 13:00, AngkorWatAdventurer , Instagram , #Exploration #KhmerStories ,20,40, Cambodia ,2016,11,22,13,exploring the ancient ruins of angkor wat each stone whispering stories of khmer civilization 
508,512,"Skiing down the slopes of the Swiss Alps, each turn a dance with the majesty of snow-capped peaks. ",Neutral,10-01-2019 14:45, AlpsSkiAdventurer , Twitter , #Adventure #SnowPeakDance ,22,45, Switzerland ,2019,1,10,14,skiing down the slopes of the swiss alps each turn a dance with the majesty of snowcapped peaks 
509,513,"In the tranquility of Kyoto's bamboo forest, whispers of ancient Zen wisdom echo through the groves. ",Neutral,28-02-2023 16:20, KyotoBambooSeeker , Facebook , #Tranquility #ZenWisdom ,25,50, Japan ,2023,2,28,16,in the tranquility of kyotos bamboo forest whispers of ancient zen wisdom echo through the groves 
510,514,"Cruising the fjords of Norway, each icy landscape a breathtaking masterpiece of nature's grandeur. ",Positive,28-05-2018 18:30, NorwayFjordExplorer , Instagram , #Grandeur #IcyMasterpiece ,22,45, Norway ,2018,5,28,18,cruising the fjords of norway each icy landscape a breathtaking masterpiece of natures grandeur 
511,515,"At the front row of Adele's concert, each note of 'Someone Like You' resonates with soul-stirring emotion. ",Positive,15-09-2022 20:00, AdeleConcertGoer , Instagram , #Emotion #AdeleConcert ,40,80, USA ,2022,9,15,20,at the front row of adeles concert each note of someone like you resonates with soulstirring emotion 
512,516,"Dancing under the stars at Beyoncé's live show, feeling the power of 'Single Ladies' in every move. ",Positive,28-07-2019 21:30, BeyonceDancer , Twitter , #Energy #BeyonceConcert ,35,70, USA ,2019,7,28,21,dancing under the stars at beyoncés live show feeling the power of single ladies in every move 
513,517,"In the crowd of a Taylor Swift concert, the lyrics of 'Love Story' create an enchanting fairy tale. ",Positive,10-05-2021 19:45, SwiftieDreamer , Facebook , #Enchantment #TaylorSwift ,30,60, USA ,2021,5,10,19,in the crowd of a taylor swift concert the lyrics of love story create an enchanting fairy tale 
514,518,"Rocking out to the guitar solos at a Queen tribute concert, a journey back in time with Freddie's spirit. ",Neutral,02-12-2018 22:15, QueenTributeFan , Instagram , #Nostalgia #QueenTribute ,22,45, UK ,2018,12,2,22,rocking out to the guitar solos at a queen tribute concert a journey back in time with freddies spirit 
515,519,"Swaying to Ed Sheeran's acoustic melodies, a serene evening filled with 'Perfect' moments. ",Positive,18-08-2020 19:00, SheeranMelodyLover , Twitter , #Serenity #EdSheeranConcert ,18,35, UK ,2020,8,18,19,swaying to ed sheerans acoustic melodies a serene evening filled with perfect moments 
516,520,"Immersed in the pulsating beats of a Bruno Mars concert, where 'Uptown Funk' becomes a city of joy. ",Positive,28-03-2017 20:30, MarsJoyExplorer , Facebook , #Joy #BrunoMars ,28,55, USA ,2017,3,28,20,immersed in the pulsating beats of a bruno mars concert where uptown funk becomes a city of joy 
517,521,"At a Michael Jackson tribute show, moonwalking through the hits, a celebration of the King of Pop. ",Positive,15-01-2022 21:15, MJTributeDancer , Instagram , #Celebration #MJTribute ,25,50, USA ,2022,1,15,21,at a michael jackson tribute show moonwalking through the hits a celebration of the king of pop 
518,522,"Swinging to the rhythms of a Frank Sinatra tribute, feeling the timeless charm of 'Fly Me to the Moon'. ",Positive,10-06-2019 18:45, SinatraCharmListener , Twitter , #Charm #SinatraTribute ,22,45, USA ,2019,6,10,18,swinging to the rhythms of a frank sinatra tribute feeling the timeless charm of fly me to the moon 
519,523,"In the mosh pit of a Metallica concert, the thunderous chords create a symphony of headbanging ecstasy. ",Positive,20-03-2023 22:30, MetallicaMoshWarrior , Facebook , #Ecstasy #MetallicaConcert ,35,70, USA ,2023,3,20,22,in the mosh pit of a metallica concert the thunderous chords create a symphony of headbanging ecstasy 
520,524,"Experiencing the magic of a Coldplay concert, where 'Fix You' becomes a beacon of hope in the night. ",Positive,28-11-2016 19:00, ColdplayHopeSeeker , Instagram , #Hope #ColdplayMagic ,30,60, UK ,2016,11,28,19,experiencing the magic of a coldplay concert where fix you becomes a beacon of hope in the night 
